genus,species,native,n,fraction,year,plot
rosa,carolina,NA,1,0.004,2020,K4
rosa,carolina,NA,1,0.004,2020,K5
rosa,carolina,NA,1,0.004,2020,K6
rosa,carolina,NA,1,0.004,2020,K8
rosa,carolina,NA,1,0.004,2020,K9
rosa,carolina,NA,1,0.004,2020,L11
rosa,carolina,NA,1,0.004,2020,L3
rosa,carolina,NA,1,0.004,2020,L7
rosa,setigera,NA,1,0.004,2020,E5
rubus,occidentalis,NA,1,0.004,2020,A21
rubus,occidentalis,NA,1,0.004,2020,B21
rubus,occidentalis,NA,1,0.004,2020,K12
rudbeckia,hirta,NA,1,0.004,2020,B16
rudbeckia,hirta,NA,1,0.004,2020,C13
rudbeckia,hirta,NA,1,0.004,2020,C5
rudbeckia,hirta,NA,1,0.004,2020,C7
rudbeckia,hirta,NA,1,0.004,2020,D12
rudbeckia,hirta,NA,1,0.004,2020,G4
rudbeckia,hirta,NA,1,0.004,2020,H19
rudbeckia,hirta,NA,1,0.004,2020,J10
rudbeckia,triloba,NA,1,0.004,2020,H16
rudbeckia,triloba,NA,1,0.004,2020,J10
schizachyrium,scoparium,NA,1,0.004,2020,G1
schizachyrium,scoparium,NA,1,0.004,2020,G8
schizachyrium,scoparium,NA,1,0.004,2020,H10
schizachyrium,scoparium,NA,1,0.004,2020,I10
schizachyrium,scoparium,NA,1,0.004,2020,J8
silphium,integrifolium,NA,1,0.004,2020,C15
silphium,integrifolium,NA,1,0.004,2020,C22
silphium,integrifolium,NA,1,0.004,2020,C6
silphium,integrifolium,NA,1,0.004,2020,D13
silphium,integrifolium,NA,1,0.004,2020,E11
silphium,integrifolium,NA,1,0.004,2020,E12
silphium,integrifolium,NA,1,0.004,2020,E13
silphium,integrifolium,NA,1,0.004,2020,E2
silphium,integrifolium,NA,1,0.004,2020,G3
silphium,integrifolium,NA,1,0.004,2020,G8
silphium,integrifolium,NA,1,0.004,2020,H15
silphium,integrifolium,NA,1,0.004,2020,H19
silphium,integrifolium,NA,1,0.004,2020,H3
silphium,integrifolium,NA,1,0.004,2020,H5
silphium,integrifolium,NA,1,0.004,2020,H6
silphium,integrifolium,NA,1,0.004,2020,H8
silphium,integrifolium,NA,1,0.004,2020,I14
silphium,integrifolium,NA,1,0.004,2020,I7
silphium,integrifolium,NA,1,0.004,2020,J11
silphium,integrifolium,NA,1,0.004,2020,J4
silphium,integrifolium,NA,1,0.004,2020,J9
silphium,integrifolium,NA,1,0.004,2020,K10
silphium,integrifolium,NA,1,0.004,2020,K7
silphium,laciniatum,NA,1,0.004,2020,B17
silphium,laciniatum,NA,1,0.004,2020,B22
silphium,laciniatum,NA,1,0.004,2020,B8
silphium,laciniatum,NA,1,0.004,2020,C11
silphium,laciniatum,NA,1,0.004,2020,C14
silphium,laciniatum,NA,1,0.004,2020,C23
silphium,laciniatum,NA,1,0.004,2020,C3
silphium,laciniatum,NA,1,0.004,2020,C8
silphium,laciniatum,NA,1,0.004,2020,D10
silphium,laciniatum,NA,1,0.004,2020,D16
silphium,laciniatum,NA,1,0.004,2020,E2
silphium,laciniatum,NA,1,0.004,2020,E6
silphium,laciniatum,NA,1,0.004,2020,E7
silphium,laciniatum,NA,1,0.004,2020,F10
silphium,laciniatum,NA,1,0.004,2020,F11
silphium,laciniatum,NA,1,0.004,2020,F13
silphium,laciniatum,NA,1,0.004,2020,F14
silphium,laciniatum,NA,1,0.004,2020,F17
silphium,laciniatum,NA,1,0.004,2020,F3
silphium,laciniatum,NA,1,0.004,2020,F4
silphium,laciniatum,NA,1,0.004,2020,F8
silphium,laciniatum,NA,1,0.004,2020,G14
silphium,laciniatum,NA,1,0.004,2020,G15
silphium,laciniatum,NA,1,0.004,2020,G2
silphium,laciniatum,NA,1,0.004,2020,G7
silphium,laciniatum,NA,1,0.004,2020,G9
silphium,laciniatum,NA,1,0.004,2020,H1
silphium,laciniatum,NA,1,0.004,2020,H11
silphium,laciniatum,NA,1,0.004,2020,H13
silphium,laciniatum,NA,1,0.004,2020,H14
silphium,laciniatum,NA,1,0.004,2020,H16
silphium,laciniatum,NA,1,0.004,2020,H3
silphium,laciniatum,NA,1,0.004,2020,H4
silphium,laciniatum,NA,1,0.004,2020,I1
silphium,laciniatum,NA,1,0.004,2020,I12
silphium,laciniatum,NA,1,0.004,2020,I13
silphium,laciniatum,NA,1,0.004,2020,I6
silphium,laciniatum,NA,1,0.004,2020,J5
silphium,terebinthinaceum,NA,1,0.004,2020,A19
silphium,terebinthinaceum,NA,1,0.004,2020,B13
silphium,terebinthinaceum,NA,1,0.004,2020,B4
silphium,terebinthinaceum,NA,1,0.004,2020,B5
silphium,terebinthinaceum,NA,1,0.004,2020,C1
silphium,terebinthinaceum,NA,1,0.004,2020,C11
silphium,terebinthinaceum,NA,1,0.004,2020,C12
silphium,terebinthinaceum,NA,1,0.004,2020,C13
silphium,terebinthinaceum,NA,1,0.004,2020,C14
silphium,terebinthinaceum,NA,1,0.004,2020,C16
silphium,terebinthinaceum,NA,1,0.004,2020,C2
silphium,terebinthinaceum,NA,1,0.004,2020,C4
silphium,terebinthinaceum,NA,1,0.004,2020,C7
silphium,terebinthinaceum,NA,1,0.004,2020,D1
silphium,terebinthinaceum,NA,1,0.004,2020,D12
silphium,terebinthinaceum,NA,1,0.004,2020,D13
silphium,terebinthinaceum,NA,1,0.004,2020,D14
silphium,terebinthinaceum,NA,1,0.004,2020,D15
silphium,terebinthinaceum,NA,1,0.004,2020,D16
silphium,terebinthinaceum,NA,1,0.004,2020,D2
silphium,terebinthinaceum,NA,1,0.004,2020,D5
silphium,terebinthinaceum,NA,1,0.004,2020,D7
silphium,terebinthinaceum,NA,1,0.004,2020,E1
silphium,terebinthinaceum,NA,1,0.004,2020,E11
silphium,terebinthinaceum,NA,1,0.004,2020,E12
silphium,terebinthinaceum,NA,1,0.004,2020,E13
silphium,terebinthinaceum,NA,1,0.004,2020,E14
silphium,terebinthinaceum,NA,1,0.004,2020,E15
silphium,terebinthinaceum,NA,1,0.004,2020,E16
silphium,terebinthinaceum,NA,1,0.004,2020,E2
silphium,terebinthinaceum,NA,1,0.004,2020,F11
silphium,terebinthinaceum,NA,1,0.004,2020,F13
silphium,terebinthinaceum,NA,1,0.004,2020,F14
silphium,terebinthinaceum,NA,1,0.004,2020,F15
silphium,terebinthinaceum,NA,1,0.004,2020,F2
silphium,terebinthinaceum,NA,1,0.004,2020,F3
silphium,terebinthinaceum,NA,1,0.004,2020,F7
silphium,terebinthinaceum,NA,1,0.004,2020,J10
silphium,terebinthinaceum,NA,1,0.004,2020,J4
silphium,terebinthinaceum,NA,1,0.004,2020,J6
silphium,terebinthinaceum,NA,1,0.004,2020,K5
solanum,dulcamara,NA,1,0.004,2020,A13
solanum,dulcamara,NA,1,0.004,2020,A17
solanum,dulcamara,NA,1,0.004,2020,A2
solanum,dulcamara,NA,1,0.004,2020,L10
solanum,dulcamara,NA,1,0.004,2020,L2
solanum,dulcamara,NA,1,0.004,2020,L4
solanum,dulcamara,NA,1,0.004,2020,L9
solidago,canadensis,NA,1,0.004,2020,A1
solidago,canadensis,NA,1,0.004,2020,A10
solidago,canadensis,NA,1,0.004,2020,A11
solidago,canadensis,NA,1,0.004,2020,A12
solidago,canadensis,NA,1,0.004,2020,A14
solidago,canadensis,NA,1,0.004,2020,A16
solidago,canadensis,NA,1,0.004,2020,A19
solidago,canadensis,NA,1,0.004,2020,A2
solidago,canadensis,NA,1,0.004,2020,A20
solidago,canadensis,NA,1,0.004,2020,A21
solidago,canadensis,NA,1,0.004,2020,A22
solidago,canadensis,NA,1,0.004,2020,A23
solidago,canadensis,NA,1,0.004,2020,A24
solidago,canadensis,NA,1,0.004,2020,A25
solidago,canadensis,NA,1,0.004,2020,A5
solidago,canadensis,NA,1,0.004,2020,B10
solidago,canadensis,NA,1,0.004,2020,B11
solidago,canadensis,NA,1,0.004,2020,B12
solidago,canadensis,NA,1,0.004,2020,B13
solidago,canadensis,NA,1,0.004,2020,B14
solidago,canadensis,NA,1,0.004,2020,B15
solidago,canadensis,NA,1,0.004,2020,B16
solidago,canadensis,NA,1,0.004,2020,B17
solidago,canadensis,NA,1,0.004,2020,B18
solidago,canadensis,NA,1,0.004,2020,B19
solidago,canadensis,NA,1,0.004,2020,B21
solidago,canadensis,NA,1,0.004,2020,B22
solidago,canadensis,NA,1,0.004,2020,B23
solidago,canadensis,NA,1,0.004,2020,B24
solidago,canadensis,NA,1,0.004,2020,B4
solidago,canadensis,NA,1,0.004,2020,B5
solidago,canadensis,NA,1,0.004,2020,B6
solidago,canadensis,NA,1,0.004,2020,B7
solidago,canadensis,NA,1,0.004,2020,B8
solidago,canadensis,NA,1,0.004,2020,C12
solidago,canadensis,NA,1,0.004,2020,C13
solidago,canadensis,NA,1,0.004,2020,C14
solidago,canadensis,NA,1,0.004,2020,C15
solidago,canadensis,NA,1,0.004,2020,C16
solidago,canadensis,NA,1,0.004,2020,C23
solidago,canadensis,NA,1,0.004,2020,C3
solidago,canadensis,NA,1,0.004,2020,C4
solidago,canadensis,NA,1,0.004,2020,C6
solidago,canadensis,NA,1,0.004,2020,D10
solidago,canadensis,NA,1,0.004,2020,D11
solidago,canadensis,NA,1,0.004,2020,D12
solidago,canadensis,NA,1,0.004,2020,D16
solidago,canadensis,NA,1,0.004,2020,D4
solidago,canadensis,NA,1,0.004,2020,D6
solidago,canadensis,NA,1,0.004,2020,D7
solidago,canadensis,NA,1,0.004,2020,E10
solidago,canadensis,NA,1,0.004,2020,E15
solidago,canadensis,NA,1,0.004,2020,E16
solidago,canadensis,NA,1,0.004,2020,E17
solidago,canadensis,NA,1,0.004,2020,E7
solidago,canadensis,NA,1,0.004,2020,F15
solidago,canadensis,NA,1,0.004,2020,F16
solidago,canadensis,NA,1,0.004,2020,F5
solidago,canadensis,NA,1,0.004,2020,G10
solidago,canadensis,NA,1,0.004,2020,G11
solidago,canadensis,NA,1,0.004,2020,G14
solidago,canadensis,NA,1,0.004,2020,H11
solidago,canadensis,NA,1,0.004,2020,H12
solidago,canadensis,NA,1,0.004,2020,H13
solidago,canadensis,NA,1,0.004,2020,H15
solidago,canadensis,NA,1,0.004,2020,H16
solidago,canadensis,NA,1,0.004,2020,H20
solidago,canadensis,NA,1,0.004,2020,H8
solidago,canadensis,NA,1,0.004,2020,I11
solidago,canadensis,NA,1,0.004,2020,I12
solidago,canadensis,NA,1,0.004,2020,I13
solidago,canadensis,NA,1,0.004,2020,I14
solidago,canadensis,NA,1,0.004,2020,I15
solidago,canadensis,NA,1,0.004,2020,I8
solidago,canadensis,NA,1,0.004,2020,J12
solidago,canadensis,NA,1,0.004,2020,J15
solidago,canadensis,NA,1,0.004,2020,J2
solidago,canadensis,NA,1,0.004,2020,K1
solidago,canadensis,NA,1,0.004,2020,K11
solidago,canadensis,NA,1,0.004,2020,K12
solidago,canadensis,NA,1,0.004,2020,K2
solidago,canadensis,NA,1,0.004,2020,K3
solidago,canadensis,NA,1,0.004,2020,K4
solidago,canadensis,NA,1,0.004,2020,K6
solidago,canadensis,NA,1,0.004,2020,K8
solidago,canadensis,NA,1,0.004,2020,K9
solidago,canadensis,NA,1,0.004,2020,L1
solidago,canadensis,NA,1,0.004,2020,L11
solidago,canadensis,NA,1,0.004,2020,L13
solidago,canadensis,NA,1,0.004,2020,L2
solidago,canadensis,NA,1,0.004,2020,L3
solidago,canadensis,NA,1,0.004,2020,L4
solidago,canadensis,NA,1,0.004,2020,L5
solidago,canadensis,NA,1,0.004,2020,L6
solidago,canadensis,NA,1,0.004,2020,L9
solidago,gigantea,NA,1,0.004,2020,B16
solidago,gigantea,NA,1,0.004,2020,B19
solidago,gigantea,NA,1,0.004,2020,B22
solidago,gigantea,NA,1,0.004,2020,B4
solidago,gigantea,NA,1,0.004,2020,B8
solidago,gigantea,NA,1,0.004,2020,C12
solidago,gigantea,NA,1,0.004,2020,C15
solidago,gigantea,NA,1,0.004,2020,C8
solidago,gigantea,NA,1,0.004,2020,D10
solidago,gigantea,NA,1,0.004,2020,E10
solidago,gigantea,NA,1,0.004,2020,E16
solidago,gigantea,NA,1,0.004,2020,E4
solidago,gigantea,NA,1,0.004,2020,E5
solidago,gigantea,NA,1,0.004,2020,F11
solidago,gigantea,NA,1,0.004,2020,F12
solidago,gigantea,NA,1,0.004,2020,F13
solidago,gigantea,NA,1,0.004,2020,F5
solidago,gigantea,NA,1,0.004,2020,F7
solidago,gigantea,NA,1,0.004,2020,F8
solidago,gigantea,NA,1,0.004,2020,G3
solidago,gigantea,NA,1,0.004,2020,G7
solidago,gigantea,NA,1,0.004,2020,H12
solidago,gigantea,NA,1,0.004,2020,H13
solidago,gigantea,NA,1,0.004,2020,H14
solidago,gigantea,NA,1,0.004,2020,H3
solidago,gigantea,NA,1,0.004,2020,K7
solidago,gigantea,NA,1,0.004,2020,K9
solidago,juncea,NA,1,0.004,2020,B3
solidago,nemoralis,NA,1,0.004,2020,C2
solidago,nemoralis,NA,1,0.004,2020,D2
solidago,nemoralis,NA,1,0.004,2020,E14
solidago,nemoralis,NA,1,0.004,2020,F2
solidago,nemoralis,NA,1,0.004,2020,G4
solidago,riddellii,NA,1,0.004,2020,H1
solidago,rigida,NA,1,0.004,2020,B23
solidago,rigida,NA,1,0.004,2020,C12
solidago,rigida,NA,1,0.004,2020,C15
solidago,rigida,NA,1,0.004,2020,C2
solidago,rigida,NA,1,0.004,2020,C23
solidago,rigida,NA,1,0.004,2020,C3
solidago,rigida,NA,1,0.004,2020,C5
solidago,rigida,NA,1,0.004,2020,D11
solidago,rigida,NA,1,0.004,2020,D13
solidago,rigida,NA,1,0.004,2020,D14
solidago,rigida,NA,1,0.004,2020,D16
solidago,rigida,NA,1,0.004,2020,D2
solidago,rigida,NA,1,0.004,2020,D3
solidago,rigida,NA,1,0.004,2020,D6
solidago,rigida,NA,1,0.004,2020,D7
solidago,rigida,NA,1,0.004,2020,E13
solidago,rigida,NA,1,0.004,2020,E14
solidago,rigida,NA,1,0.004,2020,E2
solidago,rigida,NA,1,0.004,2020,E3
solidago,rigida,NA,1,0.004,2020,E4
solidago,rigida,NA,1,0.004,2020,F16
solidago,rigida,NA,1,0.004,2020,F2
solidago,rigida,NA,1,0.004,2020,F3
solidago,rigida,NA,1,0.004,2020,F4
solidago,rigida,NA,1,0.004,2020,G1
solidago,rigida,NA,1,0.004,2020,G16
solidago,rigida,NA,1,0.004,2020,G2
solidago,rigida,NA,1,0.004,2020,G3
solidago,rigida,NA,1,0.004,2020,G4
solidago,rigida,NA,1,0.004,2020,G8
solidago,rigida,NA,1,0.004,2020,H1
solidago,rigida,NA,1,0.004,2020,H10
solidago,rigida,NA,1,0.004,2020,H15
solidago,rigida,NA,1,0.004,2020,H19
solidago,rigida,NA,1,0.004,2020,H2
solidago,rigida,NA,1,0.004,2020,H3
solidago,rigida,NA,1,0.004,2020,H7
solidago,rigida,NA,1,0.004,2020,H8
solidago,rigida,NA,1,0.004,2020,H9
solidago,rigida,NA,1,0.004,2020,I10
solidago,rigida,NA,1,0.004,2020,I19
solidago,rigida,NA,1,0.004,2020,I2
solidago,rigida,NA,1,0.004,2020,I4
solidago,rigida,NA,1,0.004,2020,I9
solidago,rigida,NA,1,0.004,2020,J10
solidago,rigida,NA,1,0.004,2020,J11
solidago,rigida,NA,1,0.004,2020,J4
solidago,rigida,NA,1,0.004,2020,J8
solidago,rigida,NA,1,0.004,2020,J9
solidago,rigida,NA,1,0.004,2020,K10
sonchus,arvensis ssp. uliginosus,NA,1,0.004,2020,A3
sonchus,arvensis ssp. uliginosus,NA,1,0.004,2020,A8
sonchus,arvensis ssp. uliginosus,NA,1,0.004,2020,L7
sonchus,arvensis ssp. uliginosus,NA,1,0.004,2020,L9
sorghastrum,nutans,NA,1,0.004,2020,B1
sorghastrum,nutans,NA,1,0.004,2020,C1
sorghastrum,nutans,NA,1,0.004,2020,D1
sorghastrum,nutans,NA,1,0.004,2020,E1
sorghastrum,nutans,NA,1,0.004,2020,F2
sorghastrum,nutans,NA,1,0.004,2020,G1
sorghastrum,nutans,NA,1,0.004,2020,G15
sorghastrum,nutans,NA,1,0.004,2020,G16
sorghastrum,nutans,NA,1,0.004,2020,G2
sorghastrum,nutans,NA,1,0.004,2020,H13
sorghastrum,nutans,NA,1,0.004,2020,H14
sorghastrum,nutans,NA,1,0.004,2020,H9
sorghastrum,nutans,NA,1,0.004,2020,I10
sorghastrum,nutans,NA,1,0.004,2020,I9
sorghastrum,nutans,NA,1,0.004,2020,J10
sorghastrum,nutans,NA,1,0.004,2020,J4
sorghastrum,nutans,NA,1,0.004,2020,J5
sorghastrum,nutans,NA,1,0.004,2020,J9
spartina,pectinata,NA,1,0.004,2020,A4
spartina,pectinata,NA,1,0.004,2020,C11
spartina,pectinata,NA,1,0.004,2020,C12
spartina,pectinata,NA,1,0.004,2020,C13
spartina,pectinata,NA,1,0.004,2020,C3
spartina,pectinata,NA,1,0.004,2020,C4
spartina,pectinata,NA,1,0.004,2020,D11
spartina,pectinata,NA,1,0.004,2020,D13
spartina,pectinata,NA,1,0.004,2020,D14
spartina,pectinata,NA,1,0.004,2020,D16
spartina,pectinata,NA,1,0.004,2020,D4
spartina,pectinata,NA,1,0.004,2020,E16
spartina,pectinata,NA,1,0.004,2020,E22
spartina,pectinata,NA,1,0.004,2020,F1
spartina,pectinata,NA,1,0.004,2020,F17
spartina,pectinata,NA,1,0.004,2020,F4
spartina,pectinata,NA,1,0.004,2020,G14
spartina,pectinata,NA,1,0.004,2020,J15
spartina,pectinata,NA,1,0.004,2020,K1
spartina,pectinata,NA,1,0.004,2020,K2
sporobolus,heterolepis,NA,1,0.004,2020,B5
sporobolus,heterolepis,NA,1,0.004,2020,C16
sporobolus,heterolepis,NA,1,0.004,2020,C6
sporobolus,heterolepis,NA,1,0.004,2020,C7
sporobolus,heterolepis,NA,1,0.004,2020,D15
sporobolus,heterolepis,NA,1,0.004,2020,D2
sporobolus,heterolepis,NA,1,0.004,2020,D3
sporobolus,heterolepis,NA,1,0.004,2020,D5
sporobolus,heterolepis,NA,1,0.004,2020,E13
sporobolus,heterolepis,NA,1,0.004,2020,E3
sporobolus,heterolepis,NA,1,0.004,2020,E6
sporobolus,heterolepis,NA,1,0.004,2020,E7
sporobolus,heterolepis,NA,1,0.004,2020,F3
sporobolus,heterolepis,NA,1,0.004,2020,F4
sporobolus,heterolepis,NA,1,0.004,2020,G1
sporobolus,heterolepis,NA,1,0.004,2020,G3
sporobolus,heterolepis,NA,1,0.004,2020,G5
sporobolus,heterolepis,NA,1,0.004,2020,G6
sporobolus,heterolepis,NA,1,0.004,2020,H2
sporobolus,heterolepis,NA,1,0.004,2020,I3
sporobolus,heterolepis,NA,1,0.004,2020,I5
sporobolus,heterolepis,NA,1,0.004,2020,I6
sporobolus,heterolepis,NA,1,0.004,2020,J7
stachys,pilosa,NA,1,0.004,2020,K11
stachys,tenuifolia,NA,1,0.004,2020,B14
symphyotrichum,ericoides,NA,1,0.004,2020,B10
symphyotrichum,ericoides,NA,1,0.004,2020,B13
symphyotrichum,ericoides,NA,1,0.004,2020,B18
symphyotrichum,ericoides,NA,1,0.004,2020,B19
symphyotrichum,ericoides,NA,1,0.004,2020,B5
symphyotrichum,ericoides,NA,1,0.004,2020,B6
symphyotrichum,ericoides,NA,1,0.004,2020,C11
symphyotrichum,ericoides,NA,1,0.004,2020,C12
symphyotrichum,ericoides,NA,1,0.004,2020,C5
symphyotrichum,ericoides,NA,1,0.004,2020,C6
symphyotrichum,ericoides,NA,1,0.004,2020,D11
symphyotrichum,ericoides,NA,1,0.004,2020,D12
symphyotrichum,ericoides,NA,1,0.004,2020,D13
symphyotrichum,ericoides,NA,1,0.004,2020,D14
symphyotrichum,ericoides,NA,1,0.004,2020,D15
symphyotrichum,ericoides,NA,1,0.004,2020,D16
symphyotrichum,ericoides,NA,1,0.004,2020,D2
symphyotrichum,ericoides,NA,1,0.004,2020,D6
symphyotrichum,ericoides,NA,1,0.004,2020,D7
symphyotrichum,ericoides,NA,1,0.004,2020,E10
symphyotrichum,ericoides,NA,1,0.004,2020,E11
symphyotrichum,ericoides,NA,1,0.004,2020,E12
symphyotrichum,ericoides,NA,1,0.004,2020,E13
symphyotrichum,ericoides,NA,1,0.004,2020,E14
symphyotrichum,ericoides,NA,1,0.004,2020,E15
symphyotrichum,ericoides,NA,1,0.004,2020,E2
symphyotrichum,ericoides,NA,1,0.004,2020,E3
symphyotrichum,ericoides,NA,1,0.004,2020,E6
symphyotrichum,ericoides,NA,1,0.004,2020,F1
symphyotrichum,ericoides,NA,1,0.004,2020,F11
symphyotrichum,ericoides,NA,1,0.004,2020,F14
symphyotrichum,ericoides,NA,1,0.004,2020,F16
symphyotrichum,ericoides,NA,1,0.004,2020,F2
symphyotrichum,ericoides,NA,1,0.004,2020,F4
symphyotrichum,ericoides,NA,1,0.004,2020,F8
symphyotrichum,ericoides,NA,1,0.004,2020,G10
symphyotrichum,ericoides,NA,1,0.004,2020,G14
symphyotrichum,ericoides,NA,1,0.004,2020,G3
symphyotrichum,ericoides,NA,1,0.004,2020,G9
symphyotrichum,ericoides,NA,1,0.004,2020,H10
symphyotrichum,ericoides,NA,1,0.004,2020,H3
symphyotrichum,ericoides,NA,1,0.004,2020,H9
symphyotrichum,ericoides,NA,1,0.004,2020,J10
symphyotrichum,ericoides,NA,1,0.004,2020,J9
symphyotrichum,laeve,NA,1,0.004,2020,B1
symphyotrichum,laeve,NA,1,0.004,2020,B2
symphyotrichum,laeve,NA,1,0.004,2020,C1
symphyotrichum,laeve,NA,1,0.004,2020,C2
symphyotrichum,laeve,NA,1,0.004,2020,C5
symphyotrichum,laeve,NA,1,0.004,2020,C6
symphyotrichum,laeve,NA,1,0.004,2020,C7
symphyotrichum,laeve,NA,1,0.004,2020,D1
symphyotrichum,laeve,NA,1,0.004,2020,D15
symphyotrichum,laeve,NA,1,0.004,2020,D16
symphyotrichum,laeve,NA,1,0.004,2020,D2
symphyotrichum,laeve,NA,1,0.004,2020,D6
symphyotrichum,laeve,NA,1,0.004,2020,E1
symphyotrichum,laeve,NA,1,0.004,2020,E11
symphyotrichum,laeve,NA,1,0.004,2020,E12
symphyotrichum,laeve,NA,1,0.004,2020,E14
symphyotrichum,laeve,NA,1,0.004,2020,E15
symphyotrichum,laeve,NA,1,0.004,2020,E2
symphyotrichum,laeve,NA,1,0.004,2020,E3
symphyotrichum,laeve,NA,1,0.004,2020,F1
symphyotrichum,laeve,NA,1,0.004,2020,F14
symphyotrichum,laeve,NA,1,0.004,2020,F15
symphyotrichum,laeve,NA,1,0.004,2020,F16
symphyotrichum,laeve,NA,1,0.004,2020,F2
symphyotrichum,laeve,NA,1,0.004,2020,G1
symphyotrichum,laeve,NA,1,0.004,2020,G14
symphyotrichum,laeve,NA,1,0.004,2020,G15
symphyotrichum,laeve,NA,1,0.004,2020,G2
symphyotrichum,laeve,NA,1,0.004,2020,G3
symphyotrichum,laeve,NA,1,0.004,2020,G5
symphyotrichum,laeve,NA,1,0.004,2020,G8
symphyotrichum,laeve,NA,1,0.004,2020,H10
symphyotrichum,laeve,NA,1,0.004,2020,H4
symphyotrichum,laeve,NA,1,0.004,2020,H6
symphyotrichum,laeve,NA,1,0.004,2020,H7
symphyotrichum,laeve,NA,1,0.004,2020,H8
symphyotrichum,laeve,NA,1,0.004,2020,H9
symphyotrichum,laeve,NA,1,0.004,2020,I10
symphyotrichum,laeve,NA,1,0.004,2020,I3
symphyotrichum,laeve,NA,1,0.004,2020,I5
symphyotrichum,laeve,NA,1,0.004,2020,I6
symphyotrichum,laeve,NA,1,0.004,2020,I7
symphyotrichum,laeve,NA,1,0.004,2020,I9
symphyotrichum,laeve,NA,1,0.004,2020,J10
symphyotrichum,laeve,NA,1,0.004,2020,J11
symphyotrichum,laeve,NA,1,0.004,2020,J4
symphyotrichum,laeve,NA,1,0.004,2020,J5
symphyotrichum,laeve,NA,1,0.004,2020,J6
symphyotrichum,laeve,NA,1,0.004,2020,J7
symphyotrichum,lanceolatum,NA,1,0.004,2020,A4
symphyotrichum,lanceolatum,NA,1,0.004,2020,D8
symphyotrichum,lanceolatum,NA,1,0.004,2020,E5
symphyotrichum,lanceolatum,NA,1,0.004,2020,L10
symphyotrichum,lanceolatum,NA,1,0.004,2020,L3
symphyotrichum,novae-angliae,NA,1,0.004,2020,B10
symphyotrichum,novae-angliae,NA,1,0.004,2020,B20
symphyotrichum,novae-angliae,NA,1,0.004,2020,B22
symphyotrichum,novae-angliae,NA,1,0.004,2020,B7
symphyotrichum,novae-angliae,NA,1,0.004,2020,C11
symphyotrichum,novae-angliae,NA,1,0.004,2020,C13
symphyotrichum,novae-angliae,NA,1,0.004,2020,C7
symphyotrichum,novae-angliae,NA,1,0.004,2020,C8
symphyotrichum,novae-angliae,NA,1,0.004,2020,D13
symphyotrichum,novae-angliae,NA,1,0.004,2020,F15
symphyotrichum,novae-angliae,NA,1,0.004,2020,G4
symphyotrichum,novae-angliae,NA,1,0.004,2020,J1
symphyotrichum,pilosum,NA,1,0.004,2020,A22
symphyotrichum,pilosum,NA,1,0.004,2020,D15
symphyotrichum,pilosum,NA,1,0.004,2020,F15
symphyotrichum,pilosum,NA,1,0.004,2020,I12
symphyotrichum,pilosum,NA,1,0.004,2020,I14
symphyotrichum,pilosum,NA,1,0.004,2020,J12
symphyotrichum,pilosum,NA,1,0.004,2020,K1
symphyotrichum,pilosum,NA,1,0.004,2020,K6
symphyotrichum,pilosum,NA,1,0.004,2020,L10
symphyotrichum,pilosum,NA,1,0.004,2020,L4
symphyotrichum,pilosum,NA,1,0.004,2020,L5
symphyotrichum,pilosum,NA,1,0.004,2020,L7
symphyotrichum,pilosum,NA,1,0.004,2020,L8
symphyotrichum,pilosum,NA,1,0.004,2020,L9
tradescantia,ohiensis,NA,1,0.004,2020,D3
tradescantia,ohiensis,NA,1,0.004,2020,F10
tradescantia,ohiensis,NA,1,0.004,2020,G14
tradescantia,ohiensis,NA,1,0.004,2020,H13
tradescantia,ohiensis,NA,1,0.004,2020,J3
typha,angustifolia,NA,1,0.004,2020,J1
ulmus,americana,NA,1,0.004,2020,A12
ulmus,pumila,NA,1,0.004,2020,C8
verbena,hastata,NA,1,0.004,2020,F18
verbena,urticifolia,NA,1,0.004,2020,A5
veronicastrum,virginicum,NA,1,0.004,2020,B1
veronicastrum,virginicum,NA,1,0.004,2020,B16
veronicastrum,virginicum,NA,1,0.004,2020,B17
veronicastrum,virginicum,NA,1,0.004,2020,B19
veronicastrum,virginicum,NA,1,0.004,2020,B20
veronicastrum,virginicum,NA,1,0.004,2020,B21
veronicastrum,virginicum,NA,1,0.004,2020,B4
veronicastrum,virginicum,NA,1,0.004,2020,C3
veronicastrum,virginicum,NA,1,0.004,2020,C4
veronicastrum,virginicum,NA,1,0.004,2020,C6
veronicastrum,virginicum,NA,1,0.004,2020,D10
veronicastrum,virginicum,NA,1,0.004,2020,D3
veronicastrum,virginicum,NA,1,0.004,2020,D4
veronicastrum,virginicum,NA,1,0.004,2020,D5
veronicastrum,virginicum,NA,1,0.004,2020,D7
veronicastrum,virginicum,NA,1,0.004,2020,E10
veronicastrum,virginicum,NA,1,0.004,2020,E14
veronicastrum,virginicum,NA,1,0.004,2020,E3
veronicastrum,virginicum,NA,1,0.004,2020,E4
veronicastrum,virginicum,NA,1,0.004,2020,E7
veronicastrum,virginicum,NA,1,0.004,2020,F11
veronicastrum,virginicum,NA,1,0.004,2020,F4
veronicastrum,virginicum,NA,1,0.004,2020,F5
veronicastrum,virginicum,NA,1,0.004,2020,F6
veronicastrum,virginicum,NA,1,0.004,2020,F7
veronicastrum,virginicum,NA,1,0.004,2020,G1
veronicastrum,virginicum,NA,1,0.004,2020,G15
