"chamber","ecosystem_name","ecosystem_block","rep","gas","estimate","p.value","average_temp_kelvin","total_vol_m3","flux","units","date","plot","soil_moist_percent","osoil_moist_percent","plant_biomass_g","plant_cover_percent","soil_temp_c","term","std.error","statistic","season"
"624","UP 1-4","UP",1,4,"CO2",40.0382664947057,0.000186485731453541,307.2,0.007905165,4.17185278813669,"umol_m2_s1",2023-08-02,"UP_1",24.1,NA,NA,NA,23.3,NA,NA,NA,NA
"625","UP 2-1","UP",2,1,"CO2",35.4079733051847,0.000227307005296388,307.05,0.00891858,4.16439255287549,"umol_m2_s1",2023-08-02,"UP_2",24.7,NA,NA,15,24.3,NA,NA,NA,NA
"626","UP 2-2","UP",2,2,"CO2",34.6600000491566,0.000308575390905507,306.8,0.006765073,3.09463670578262,"umol_m2_s1",2023-08-02,"UP_2",27.2,NA,NA,35,24.1,NA,NA,NA,NA
"627","UP 2-3","UP",2,3,"CO2",27.3183459714534,0.000232361949224954,305.9,0.008981918,3.2479399499795,"umol_m2_s1",2023-08-02,"UP_2",33.9,NA,NA,NA,23.7,NA,NA,NA,NA
"628","UP 2-4","UP",2,4,"CO2",36.421607758757,0.000423183902106381,306.15,0.008475211,4.08262367638892,"umol_m2_s1",2023-08-02,"UP_2",20.3,NA,NA,40,23.6,NA,NA,NA,NA
"629","SW 1-1","SW",1,1,"CH4",-0.0030157525895928,0.0491976713733188,307.2,0.006385043,-0.253806246146636,"nmol_m2_s1",2023-08-02,"SW_1",34.9,NA,NA,NA,24.1,NA,NA,NA,NA
"630","SW 1-2","SW",1,2,"CH4",-0.0278329890372418,0.563479756131081,307.25,0.007651811,-2.80670115136957,"nmol_m2_s1",2023-08-02,"SW_1",43.1,NA,NA,NA,23.9,NA,NA,NA,NA
"631","SW 1-3","SW",1,3,"CH4",-0.000854930974096394,0.276742549235756,304.85,0.006955088,-0.0789789695629465,"nmol_m2_s1",2023-08-02,"SW_1",22.5,NA,NA,NA,23.1,NA,NA,NA,NA
"632","SW 1-4","SW",1,4,"CH4",-9.98492782525853e-05,0.914309780871913,306.15,0.01012201,-0.0133672296600195,"nmol_m2_s1",2023-08-02,"SW_1",41.9,NA,NA,NA,22.9,NA,NA,NA,NA
"633","SW 2-1","SW",2,1,"CH4",-0.00322003254357423,0.117075955428923,305.65,0.007588473,-0.323708598493872,"nmol_m2_s1",2023-08-02,"SW_2",15.2,NA,NA,40,23.9,NA,NA,NA,NA
"634","SW 2-2","SW",2,2,"CH4",-0.00530851042694787,0.0132691522291819,307.1,0.007145104,-0.50010983372057,"nmol_m2_s1",2023-08-02,"SW_2",33.2,NA,NA,15,23.2,NA,NA,NA,NA
"635","SW 2-3","SW",2,3,"CH4",-0.0179800013747297,0.849321328016465,307.75,0.007081765,-1.67531760208443,"nmol_m2_s1",2023-08-02,"SW_2",30.6,NA,NA,30,22.9,NA,NA,NA,NA
"636","SW 2-4","SW",2,4,"CH4",0.022849257669289,0.181007292045194,306.35,0.008538549,2.57870859021203,"nmol_m2_s1",2023-08-02,"SW_2",24.1,NA,NA,45,22.4,NA,NA,NA,NA
"637","UP 1-1","UP",1,1,"CH4",0.0949549911984021,0.13064668032022,307.7,0.009171934,11.4608071292111,"nmol_m2_s1",2023-08-02,"UP_1",27.5,NA,NA,NA,24.3,NA,NA,NA,NA
"638","UP 1-2","UP",1,2,"CH4",-0.0086723776196604,3.80114849045273e-05,307.05,0.009551964,-1.09241017519102,"nmol_m2_s1",2023-08-02,"UP_1",24.7,NA,NA,NA,23.6,NA,NA,NA,NA
"639","UP 1-3","UP",1,3,"CH4",-0.0090540312162842,9.48951927981669e-06,307.45,0.007968503,-0.950185091530405,"nmol_m2_s1",2023-08-02,"UP_1",24.9,NA,NA,NA,23.4,NA,NA,NA,NA
"640","UP 1-4","UP",1,4,"CH4",-0.0167748178062703,0.416612694053,307.2,0.007905165,-1.74787963022394,"nmol_m2_s1",2023-08-02,"UP_1",24.1,NA,NA,NA,23.3,NA,NA,NA,NA
"641","UP 2-1","UP",2,1,"CH4",-0.00411645293422648,0.0306419365680355,307.05,0.00891858,-0.484143099516093,"nmol_m2_s1",2023-08-02,"UP_2",24.7,NA,NA,15,24.3,NA,NA,NA,NA
"642","UP 2-2","UP",2,2,"CH4",-0.122363089269967,0.279079912419622,306.8,0.006765073,-10.9252540955207,"nmol_m2_s1",2023-08-02,"UP_2",27.2,NA,NA,35,24.1,NA,NA,NA,NA
"643","UP 2-3","UP",2,3,"CH4",-0.00211645121441149,0.369081000687605,305.9,0.008981918,-0.251629672552389,"nmol_m2_s1",2023-08-02,"UP_2",33.9,NA,NA,NA,23.7,NA,NA,NA,NA
"644","UP 2-4","UP",2,4,"CH4",-0.0019112211932081,0.208693892357452,306.15,0.008475211,-0.21423537768817,"nmol_m2_s1",2023-08-02,"UP_2",20.3,NA,NA,40,23.6,NA,NA,NA,NA
"645","SW 1-1","SW",1,1,"N2O",0.00122189416026744,0.0146772900489779,307.2,0.006385043,0.102834818438422,"nmol_m2_s1",2023-08-02,"SW_1",34.9,NA,NA,NA,24.1,NA,NA,NA,NA
"646","SW 1-2","SW",1,2,"N2O",0.00126481359465045,0.0455171744132198,307.25,0.007651811,0.127544827026063,"nmol_m2_s1",2023-08-02,"SW_1",43.1,NA,NA,NA,23.9,NA,NA,NA,NA
"647","SW 1-3","SW",1,3,"N2O",0.000917516268412884,0.122694154289387,304.85,0.006955088,0.08476063171425,"nmol_m2_s1",2023-08-02,"SW_1",22.5,NA,NA,NA,23.1,NA,NA,NA,NA
"648","SW 1-4","SW",1,4,"N2O",0.000751445723976512,0.194191225307474,306.15,0.01012201,0.100599100416367,"nmol_m2_s1",2023-08-02,"SW_1",41.9,NA,NA,NA,22.9,NA,NA,NA,NA
"649","SW 2-1","SW",2,1,"N2O",0.000455210144400376,0.269648236898674,305.65,0.007588473,0.0457620958390919,"nmol_m2_s1",2023-08-02,"SW_2",15.2,NA,NA,40,23.9,NA,NA,NA,NA
"650","SW 2-2","SW",2,2,"N2O",-2.62009657615984e-05,0.966021847927484,307.1,0.007145104,-0.00246836863385142,"nmol_m2_s1",2023-08-02,"SW_2",33.2,NA,NA,15,23.2,NA,NA,NA,NA
"651","SW 2-3","SW",2,3,"N2O",0.000142587756732362,0.672082745437457,307.75,0.007081765,0.0132858598682421,"nmol_m2_s1",2023-08-02,"SW_2",30.6,NA,NA,30,22.9,NA,NA,NA,NA
"652","SW 2-4","SW",2,4,"N2O",-3.66876308255793e-05,0.925882493549292,306.35,0.008538549,-0.00414047187588097,"nmol_m2_s1",2023-08-02,"SW_2",24.1,NA,NA,45,22.4,NA,NA,NA,NA
"653","UP 1-1","UP",1,1,"N2O",0.000780174586276009,0.165278599294213,307.7,0.009171934,0.0941649338025728,"nmol_m2_s1",2023-08-02,"UP_1",27.5,NA,NA,NA,24.3,NA,NA,NA,NA
"654","UP 1-2","UP",1,2,"N2O",0.000362493043104015,0.434394608269621,307.05,0.009551964,0.045661190747168,"nmol_m2_s1",2023-08-02,"UP_1",24.7,NA,NA,NA,23.6,NA,NA,NA,NA
"655","UP 1-3","UP",1,3,"N2O",0.000781914809343101,0.122142325702182,307.45,0.007968503,0.082058894754901,"nmol_m2_s1",2023-08-02,"UP_1",24.9,NA,NA,NA,23.4,NA,NA,NA,NA
"656","UP 1-4","UP",1,4,"N2O",0.000628310656847631,0.00198069480753449,307.2,0.007905165,0.0654678585031245,"nmol_m2_s1",2023-08-02,"UP_1",24.1,NA,NA,NA,23.3,NA,NA,NA,NA
"657","UP 2-1","UP",2,1,"N2O",0.000552799154220614,0.266939190012182,307.05,0.00891858,0.0650156579488582,"nmol_m2_s1",2023-08-02,"UP_2",24.7,NA,NA,15,24.3,NA,NA,NA,NA
"658","UP 2-2","UP",2,2,"N2O",0.000314877117694476,0.0450069820668669,306.8,0.006765073,0.028113972442192,"nmol_m2_s1",2023-08-02,"UP_2",27.2,NA,NA,35,24.1,NA,NA,NA,NA
"659","UP 2-3","UP",2,3,"N2O",0.000712241689179273,0.191684388025325,305.9,0.008981918,0.0846800256041697,"nmol_m2_s1",2023-08-02,"UP_2",33.9,NA,NA,NA,23.7,NA,NA,NA,NA
"660","UP 2-4","UP",2,4,"N2O",0.000872280299213229,0.0177008906263845,306.15,0.008475211,0.097776908301345,"nmol_m2_s1",2023-08-02,"UP_2",20.3,NA,NA,40,23.6,NA,NA,NA,NA
"661","SW 1-1","SW",1,1,"CO2",35.8608051322105,4.00367652643167e-06,301.75,0.006385043,3.07256136215482,"umol_m2_s1",2023-08-18,"SW_1",50.8,NA,NA,70,19.4,NA,NA,NA,"Fall"
"662","SW 1-2","SW",1,2,"CO2",32.0202456871534,1.65194805216496e-05,300,0.007651811,3.30698040041667,"umol_m2_s1",2023-08-18,"SW_1",53.9,NA,NA,90,20.1,NA,NA,NA,"Fall"
"663","SW 1-3","SW",1,3,"CO2",29.6352985603958,1.86501458734466e-05,284.35,0.006955088,2.93509853087762,"umol_m2_s1",2023-08-18,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"664","SW 1-4","SW",1,4,"CO2",24.1372453962153,1.24055469124124e-05,284.35,0.01012201,3.47908641972108,"umol_m2_s1",2023-08-18,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"665","SW 2-1","SW",2,1,"CO2",51.0567845632948,8.12371132464876e-05,273,0.007588473,5.7465764413161,"umol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"666","SW 2-2","SW",2,2,"CO2",34.2670922360767,9.14221913178242e-05,273,0.007145104,3.63150914741167,"umol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"667","SW 2-3","SW",2,3,"CO2",36.9826242953427,0.000274649315603163,273,0.007081765,3.88454870478103,"umol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"668","SW 2-4","SW",2,4,"CO2",43.5793107298413,0.000930261478330968,273,0.008538549,5.51906827163464,"umol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"669","UP 1-1","UP",1,1,"CO2",46.7344578130976,5.8324701831938e-05,304.215,0.009171934,5.70533942598893,"umol_m2_s1",2023-08-18,"UP_1",43.1,NA,NA,80,20.1,NA,NA,NA,"Fall"
"670","UP 1-2","UP",1,2,"CO2",38.0183877283701,0.000124620228933458,302.565,0.009551964,4.85994848121933,"umol_m2_s1",2023-08-18,"UP_1",36.4,NA,NA,70,19.8,NA,NA,NA,"Fall"
"671","UP 1-3","UP",1,3,"CO2",45.4672825559958,5.79388807127563e-05,303.315,0.007968503,4.83666304084104,"umol_m2_s1",2023-08-18,"UP_1",39.9,NA,NA,10,20.1,NA,NA,NA,"Fall"
"672","UP 1-4","UP",1,4,"CO2",40.0382664947057,0.000186485731453541,302.465,0.007905165,4.2371619080409,"umol_m2_s1",2023-08-18,"UP_1",36.5,NA,NA,10,20.8,NA,NA,NA,"Fall"
"673","UP 2-1","UP",2,1,"CO2",35.4079733051847,0.000227307005296388,303.35,0.00891858,4.2151861986498,"umol_m2_s1",2023-08-18,"UP_2",40.6,NA,NA,20,21.6,NA,NA,NA,"Fall"
"674","UP 2-2","UP",2,2,"CO2",34.6600000491566,0.000308575390905507,304.25,0.006765073,3.12057367735122,"umol_m2_s1",2023-08-18,"UP_2",45.2,NA,NA,35,20.9,NA,NA,NA,"Fall"
"675","UP 2-3","UP",2,3,"CO2",27.3183459714534,0.000232361949224954,304.1,0.008981918,3.26716484938747,"umol_m2_s1",2023-08-18,"UP_2",43.9,NA,NA,10,21.2,NA,NA,NA,"Fall"
"676","UP 2-4","UP",2,4,"CO2",36.421607758757,0.000423183902106381,303.85,0.008475211,4.11352719607197,"umol_m2_s1",2023-08-18,"UP_2",36.6,NA,NA,30,21.3,NA,NA,NA,"Fall"
"677","SW 1-1","SW",1,1,"CH4",-0.0030157525895928,0.0491976713733188,301.75,0.006385043,-0.258390319192201,"nmol_m2_s1",2023-08-18,"SW_1",50.8,NA,NA,70,19.4,NA,NA,NA,"Fall"
"678","SW 1-2","SW",1,2,"CH4",-0.0278329890372418,0.563479756131081,300,0.007651811,-2.87452976252767,"nmol_m2_s1",2023-08-18,"SW_1",53.9,NA,NA,90,20.1,NA,NA,NA,"Fall"
"679","SW 1-3","SW",1,3,"CH4",-0.000854930974096394,0.276742549235756,284.35,0.006955088,-0.0846728991428319,"nmol_m2_s1",2023-08-18,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"680","SW 1-4","SW",1,4,"CH4",-9.98492782525853e-05,0.914309780871913,284.35,0.01012201,-0.0143920427656584,"nmol_m2_s1",2023-08-18,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"681","SW 2-1","SW",2,1,"CH4",-0.00322003254357423,0.117075955428923,273,0.007588473,-0.362423198277113,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"682","SW 2-2","SW",2,2,"CH4",-0.00530851042694787,0.0132691522291819,273,0.007145104,-0.562577765331821,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"683","SW 2-3","SW",2,3,"CH4",-0.0179800013747297,0.849321328016465,273,0.007081765,-1.88856773641569,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"684","SW 2-4","SW",2,4,"CH4",0.022849257669289,0.181007292045194,273,0.008538549,2.89372665425442,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"685","UP 1-1","UP",1,1,"CH4",0.0949549911984021,0.13064668032022,304.215,0.009171934,11.5920988565924,"nmol_m2_s1",2023-08-18,"UP_1",43.1,NA,NA,80,20.1,NA,NA,NA,"Fall"
"686","UP 1-2","UP",1,2,"CH4",-0.0086723776196604,3.80114849045273e-05,302.565,0.009551964,-1.10860325646524,"nmol_m2_s1",2023-08-18,"UP_1",36.4,NA,NA,70,19.8,NA,NA,NA,"Fall"
"687","UP 1-3","UP",1,3,"CH4",-0.0090540312162842,9.48951927981669e-06,303.315,0.007968503,-0.963138672307743,"nmol_m2_s1",2023-08-18,"UP_1",39.9,NA,NA,10,20.1,NA,NA,NA,"Fall"
"688","UP 1-4","UP",1,4,"CH4",-0.0167748178062703,0.416612694053,302.465,0.007905165,-1.7752421682006,"nmol_m2_s1",2023-08-18,"UP_1",36.5,NA,NA,10,20.8,NA,NA,NA,"Fall"
"689","UP 2-1","UP",2,1,"CH4",-0.00411645293422648,0.0306419365680355,303.35,0.00891858,-0.490048256820228,"nmol_m2_s1",2023-08-18,"UP_2",40.6,NA,NA,20,21.6,NA,NA,NA,"Fall"
"690","UP 2-2","UP",2,2,"CH4",-0.122363089269967,0.279079912419622,304.25,0.006765073,-11.0168215497313,"nmol_m2_s1",2023-08-18,"UP_2",45.2,NA,NA,35,20.9,NA,NA,NA,"Fall"
"691","UP 2-3","UP",2,3,"CH4",-0.00211645121441149,0.369081000687605,304.1,0.008981918,-0.253119095145596,"nmol_m2_s1",2023-08-18,"UP_2",43.9,NA,NA,10,21.2,NA,NA,NA,"Fall"
"692","UP 2-4","UP",2,4,"CH4",-0.0019112211932081,0.208693892357452,303.85,0.008475211,-0.215857037614722,"nmol_m2_s1",2023-08-18,"UP_2",36.6,NA,NA,30,21.3,NA,NA,NA,"Fall"
"693","SW 1-1","SW",1,1,"N2O",0.00122189416026744,0.0146772900489779,301.75,0.006385043,0.104692149873349,"nmol_m2_s1",2023-08-18,"SW_1",50.8,NA,NA,70,19.4,NA,NA,NA,"Fall"
"694","SW 1-2","SW",1,2,"N2O",0.00126481359465045,0.0455171744132198,300,0.007651811,0.130627160345859,"nmol_m2_s1",2023-08-18,"SW_1",53.9,NA,NA,90,20.1,NA,NA,NA,"Fall"
"695","SW 1-3","SW",1,3,"N2O",0.000917516268412884,0.122694154289387,284.35,0.006955088,0.0908713858909412,"nmol_m2_s1",2023-08-18,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"696","SW 1-4","SW",1,4,"N2O",0.000751445723976512,0.194191225307474,284.35,0.01012201,0.108311639150592,"nmol_m2_s1",2023-08-18,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"697","SW 2-1","SW",2,1,"N2O",0.000455210144400376,0.269648236898674,273,0.007588473,0.0512351084000675,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"698","SW 2-2","SW",2,2,"N2O",-2.62009657615984e-05,0.966021847927484,273,0.007145104,-0.00277668867199916,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"699","SW 2-3","SW",2,3,"N2O",0.000142587756732362,0.672082745437457,273,0.007081765,0.0149770086976246,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"700","SW 2-4","SW",2,4,"N2O",-3.66876308255793e-05,0.925882493549292,273,0.008538549,-0.00464627677353896,"nmol_m2_s1",2023-08-18,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Fall"
"701","UP 1-1","UP",1,1,"N2O",0.000780174586276009,0.165278599294213,304.215,0.009171934,0.095243660342362,"nmol_m2_s1",2023-08-18,"UP_1",43.1,NA,NA,80,20.1,NA,NA,NA,"Fall"
"702","UP 1-2","UP",1,2,"N2O",0.000362493043104015,0.434394608269621,302.565,0.009551964,0.0463380385005468,"nmol_m2_s1",2023-08-18,"UP_1",36.4,NA,NA,70,19.8,NA,NA,NA,"Fall"
"703","UP 1-3","UP",1,3,"N2O",0.000781914809343101,0.122142325702182,303.315,0.007968503,0.0831775783999945,"nmol_m2_s1",2023-08-18,"UP_1",39.9,NA,NA,10,20.1,NA,NA,NA,"Fall"
"704","UP 1-4","UP",1,4,"N2O",0.000628310656847631,0.00198069480753449,302.465,0.007905165,0.0664927384396867,"nmol_m2_s1",2023-08-18,"UP_1",36.5,NA,NA,10,20.8,NA,NA,NA,"Fall"
"705","UP 2-1","UP",2,1,"N2O",0.000552799154220614,0.266939190012182,303.35,0.00891858,0.0658086625125991,"nmol_m2_s1",2023-08-18,"UP_2",40.6,NA,NA,20,21.6,NA,NA,NA,"Fall"
"706","UP 2-2","UP",2,2,"N2O",0.000314877117694476,0.0450069820668669,304.25,0.006765073,0.0283496031068677,"nmol_m2_s1",2023-08-18,"UP_2",45.2,NA,NA,35,20.9,NA,NA,NA,"Fall"
"707","UP 2-3","UP",2,3,"N2O",0.000712241689179273,0.191684388025325,304.1,0.008981918,0.0851812556143226,"nmol_m2_s1",2023-08-18,"UP_2",43.9,NA,NA,10,21.2,NA,NA,NA,"Fall"
"708","UP 2-4","UP",2,4,"N2O",0.000872280299213229,0.0177008906263845,303.85,0.008475211,0.0985170329980477,"nmol_m2_s1",2023-08-18,"UP_2",36.6,NA,NA,30,21.3,NA,NA,NA,"Fall"
"709","SW 1-1","SW",1,1,"CO2",7.64765022767693,2.06528217043796e-05,295.65,0.006385043,0.668771783550341,"umol_m2_s1",2023-05-18,"SW_1",54.2,NA,NA,NA,14,NA,NA,NA,"Spring"
"710","SW 1-2","SW",1,2,"CO2",15.735542151539,0.000218277809882185,296.55,0.007651811,1.64403855490507,"umol_m2_s1",2023-05-18,"SW_1",53.6,NA,NA,NA,13.9,NA,NA,NA,"Spring"
"711","SW 1-3","SW",1,3,"CO2",10.7817594716289,0.00261407694876035,297.05,0.006955088,1.02217838477845,"umol_m2_s1",2023-05-18,"SW_1",52.1,NA,NA,NA,13.6,NA,NA,NA,"Spring"
"712","SW 1-4","SW",1,4,"CO2",14.2977470213171,0.000105777495229952,294.1,0.01012201,1.99252292786954,"umol_m2_s1",2023-05-18,"SW_1",53.4,NA,NA,NA,13.7,NA,NA,NA,"Spring"
"713","SW 2-1","SW",2,1,"CO2",42.6010437255871,8.25069413317732e-05,304.15,0.007588473,4.3037872369035,"umol_m2_s1",2023-05-18,"SW_2",46.2,NA,NA,80,14.8,NA,NA,NA,"Spring"
"714","SW 2-2","SW",2,2,"CO2",28.1376743081376,6.26716682268518e-05,304.35,0.007145104,2.67477606461105,"umol_m2_s1",2023-05-18,"SW_2",52.8,NA,NA,50,14.7,NA,NA,NA,"Spring"
"715","SW 2-3","SW",2,3,"CO2",23.8879889964366,0.000171081134663562,304.6,0.007081765,2.24882253116341,"umol_m2_s1",2023-05-18,"SW_2",52.9,NA,NA,10,15.1,NA,NA,NA,"Spring"
"716","SW 2-4","SW",2,4,"CO2",33.5375228412766,0.00480098899181907,303.95,0.008538549,3.81484494078246,"umol_m2_s1",2023-05-18,"SW_2",48.8,NA,NA,80,14.9,NA,NA,NA,"Spring"
"717","UP 1-1","UP",1,1,"CO2",31.913173828839,7.41785647416611e-05,297.45,0.009171934,3.98456510138901,"umol_m2_s1",2023-05-18,"UP_1",40.8,NA,NA,NA,14.8,NA,NA,NA,"Spring"
"718","UP 1-2","UP",1,2,"CO2",29.8121162282155,6.38958845846386e-05,297.6,0.009551964,3.87450777986054,"umol_m2_s1",2023-05-18,"UP_1",40.2,NA,NA,NA,14.6,NA,NA,NA,"Spring"
"719","UP 1-3","UP",1,3,"CO2",32.7743022385992,0.000189315904720164,298,0.007968503,3.5486070595828,"umol_m2_s1",2023-05-18,"UP_1",40.8,NA,NA,NA,14.2,NA,NA,NA,"Spring"
"720","UP 1-4","UP",1,4,"CO2",31.8368192073441,1.24001626576252e-05,295.95,0.007905165,3.44339026606709,"umol_m2_s1",2023-05-18,"UP_1",42.9,NA,NA,NA,14.3,NA,NA,NA,"Spring"
"721","UP 2-1","UP",2,1,"CO2",23.1565266836806,0.000405929131272154,301.5,0.00891858,2.77361256483495,"umol_m2_s1",2023-05-18,"UP_2",29.8,NA,NA,NA,15.7,NA,NA,NA,"Spring"
"722","UP 2-2","UP",2,2,"CO2",22.239159693741,0.000379033349298322,301.75,0.006765073,2.01886632205931,"umol_m2_s1",2023-05-18,"UP_2",28.3,NA,NA,NA,15.8,NA,NA,NA,"Spring"
"723","UP 2-3","UP",2,3,"CO2",15.5168296324178,0.00179658053061448,301.65,0.008981918,1.87082312463602,"umol_m2_s1",2023-05-18,"UP_2",33.9,NA,NA,NA,15.6,NA,NA,NA,"Spring"
"724","UP 2-4","UP",2,4,"CO2",27.9011728787838,0.000156564934725809,301.6,0.008475211,3.17472142969001,"umol_m2_s1",2023-05-18,"UP_2",22.3,NA,NA,NA,15.8,NA,NA,NA,"Spring"
"725","SW 1-1","SW",1,1,"CH4",0.0608347508000515,0.00132009614120519,295.65,0.006385043,5.31987781647663,"nmol_m2_s1",2023-05-18,"SW_1",54.2,NA,NA,NA,14,NA,NA,NA,"Spring"
"726","SW 1-2","SW",1,2,"CH4",0.312042728453194,0.0145615717726252,296.55,0.007651811,32.6020083333861,"nmol_m2_s1",2023-05-18,"SW_1",53.6,NA,NA,NA,13.9,NA,NA,NA,"Spring"
"727","SW 1-3","SW",1,3,"CH4",0.197883983164408,0.000230809811989492,297.05,0.006955088,18.7606420655905,"nmol_m2_s1",2023-05-18,"SW_1",52.1,NA,NA,NA,13.6,NA,NA,NA,"Spring"
"728","SW 1-4","SW",1,4,"CH4",0.0775444126085558,0.000300170505747756,294.1,0.01012201,10.8065291559824,"nmol_m2_s1",2023-05-18,"SW_1",53.4,NA,NA,NA,13.7,NA,NA,NA,"Spring"
"729","SW 2-1","SW",2,1,"CH4",0.000379377111948627,0.625999661906807,304.15,0.007588473,0.0383267222957061,"nmol_m2_s1",2023-05-18,"SW_2",46.2,NA,NA,80,14.8,NA,NA,NA,"Spring"
"730","SW 2-2","SW",2,2,"CH4",0.00406709430927125,0.0221706498539573,304.35,0.007145104,0.386619249047474,"nmol_m2_s1",2023-05-18,"SW_2",52.8,NA,NA,50,14.7,NA,NA,NA,"Spring"
"731","SW 2-3","SW",2,3,"CH4",0.000856224160512313,0.583717776904639,304.6,0.007081765,0.0806052022283583,"nmol_m2_s1",2023-05-18,"SW_2",52.9,NA,NA,10,15.1,NA,NA,NA,"Spring"
"732","SW 2-4","SW",2,4,"CH4",0.00141731508428759,0.306252410125365,303.95,0.008538549,0.161217550395066,"nmol_m2_s1",2023-05-18,"SW_2",48.8,NA,NA,80,14.9,NA,NA,NA,"Spring"
"733","UP 1-1","UP",1,1,"CH4",-0.00287054717012153,0.0364661301619955,297.45,0.009171934,-0.358406285043989,"nmol_m2_s1",2023-05-18,"UP_1",40.8,NA,NA,NA,14.8,NA,NA,NA,"Spring"
"734","UP 1-2","UP",1,2,"CH4",-0.00407822934149418,0.0216256070678706,297.6,0.009551964,-0.530023806116784,"nmol_m2_s1",2023-05-18,"UP_1",40.2,NA,NA,NA,14.6,NA,NA,NA,"Spring"
"735","UP 1-3","UP",1,3,"CH4",-0.0019860936673228,0.0830863964891401,298,0.007968503,-0.215042442629149,"nmol_m2_s1",2023-05-18,"UP_1",40.8,NA,NA,NA,14.2,NA,NA,NA,"Spring"
"736","UP 1-4","UP",1,4,"CH4",-0.0041735604749173,0.055857079404307,295.95,0.007905165,-0.45140180055605,"nmol_m2_s1",2023-05-18,"UP_1",42.9,NA,NA,NA,14.3,NA,NA,NA,"Spring"
"737","UP 2-1","UP",2,1,"CH4",-0.00226102556656217,0.000574135749362157,301.5,0.00891858,-0.270818201990952,"nmol_m2_s1",2023-05-18,"UP_2",29.8,NA,NA,NA,15.7,NA,NA,NA,"Spring"
"738","UP 2-2","UP",2,2,"CH4",-0.00270647436433851,0.0663661005226326,301.75,0.006765073,-0.245693183597115,"nmol_m2_s1",2023-05-18,"UP_2",28.3,NA,NA,NA,15.8,NA,NA,NA,"Spring"
"739","UP 2-3","UP",2,3,"CH4",-0.00500948003773276,0.0375186759209762,301.65,0.008981918,-0.603979763843852,"nmol_m2_s1",2023-05-18,"UP_2",33.9,NA,NA,NA,15.6,NA,NA,NA,"Spring"
"740","UP 2-4","UP",2,4,"CH4",0.0105419003843485,0.238933785803702,301.6,0.008475211,1.19950502458259,"nmol_m2_s1",2023-05-18,"UP_2",22.3,NA,NA,NA,15.8,NA,NA,NA,"Spring"
"741","SW 1-1","SW",1,1,"N2O",0.000689365578130823,9.2919185058727e-05,295.65,0.006385043,0.0602836470653817,"nmol_m2_s1",2023-05-18,"SW_1",54.2,NA,NA,NA,14,NA,NA,NA,"Spring"
"742","SW 1-2","SW",1,2,"N2O",-0.0072825538473747,0.275272433684966,296.55,0.007651811,-0.760876186403607,"nmol_m2_s1",2023-05-18,"SW_1",53.6,NA,NA,NA,13.9,NA,NA,NA,"Spring"
"743","SW 1-3","SW",1,3,"N2O",-0.00713379197936869,0.301814473161266,297.05,0.006955088,-0.676328198751301,"nmol_m2_s1",2023-05-18,"SW_1",52.1,NA,NA,NA,13.6,NA,NA,NA,"Spring"
"744","SW 1-4","SW",1,4,"N2O",-0.00747392533953147,0.288453956918933,294.1,0.01012201,-1.04156043452151,"nmol_m2_s1",2023-05-18,"SW_1",53.4,NA,NA,NA,13.7,NA,NA,NA,"Spring"
"745","SW 2-1","SW",2,1,"N2O",0.0057451218371634,0.532596722760298,304.15,0.007588473,0.580403198487567,"nmol_m2_s1",2023-05-18,"SW_2",46.2,NA,NA,80,14.8,NA,NA,NA,"Spring"
"746","SW 2-2","SW",2,2,"N2O",0.00441448343775797,0.699138090996544,304.35,0.007145104,0.419642167566139,"nmol_m2_s1",2023-05-18,"SW_2",52.8,NA,NA,50,14.7,NA,NA,NA,"Spring"
